date,month,CLE,WHI,LEW,WRS,SHA,KES,ORO,ANT,FRD,DAV,BUL,ENG,FOL,UNV,LON,ICH,NAT,INV,BLB,NHG,CMN,PAR,DON,BRD,TUL,NML,DNP,HTH,BUC,HID,MIL,SNL,PNF,TRM,SCC,ISB,STP,CCH,PYM,CAS,
7/2012,7,2078784,238439,14165,230311,3271045,23022,2672806,20315,37612,62883,790090,64036,621809,236069,58319,38966,8601,111225,55096,165397,278840,195850,55924,64164,65338,1637702,1430135,321302,63424,25755,323191,677891,313605,32541,31733,119667,181985,153684,167345,284201,
8/2012,8,1933861,237577,13572,222803,2794523,21976,2229540,18831,34894,59935,675662,64839,502720,201637,46162,34814,8371,84392,33709,151542,269650,191630,44020,54632,65301,1556392,1301995,288546,34660,17892,271464,598520,205860,16931,7658,96395,176800,147992,165156,273737,
9/2012,9,1799557,233360,14091,215874,2591560,22771,1977171,17526,33353,57655,628020,64939,451610,174691,40822,31510,7566,65092,29222,141335,261280,189120,35411,40006,60710,1510706,1223572,259755,34175,17066,318476,640014,193044,12911,5813,88417,173818,142970,168819,264266,
10/2012,10,1733805,205004,13823,208309,2466130,19271,1826464,16153,32328,56324,588353,62691,396130,137902,39019,30794,7913,59217,19625,136192,258300,181220,21237,49113,54951,1477425,1183542,234176,33803,16836,279639,674390,201868,11654,4979,85150,171102,138509,164030,238029,
11/2012,11,1775866,207008,13830,217818,2564273,20381,1861555,17413,32781,58937,623424,72896,403768,143797,44964,31323,8476,65685,27954,134554,254580,186360,21136,40213,46792,1502599,1189871,220068,33830,17246,262903,807324,214281,14233,4957,83624,169510,136062,164283,257062,
12/2012,12,1909861,208373,14046,265209,3318052,21350,2524968,22713,34646,64614,793291,64555,584141,179862,38822,28789,7643,106524,35296,162374,292460,179970,25057,37342,39252,1593641,1327080,240770,44825,22632,300289,1098379,256977,18309,10308,83883,175615,134851,167908,291312,
1/2013,1,1942660,206006,13440,250063,3473687,19198,2691914,22937,35215,64578,778658,63459,566394,192269,29461,28037,7240,113700,43665,166283,314610,173730,15130,32984,33421,1635643,1372582,248816,47291,25222,313103,1211780,292692,26238,15914,82519,171859,133101,166210,286525,
2/2013,2,1985675,205446,14322,243331,3610647,19226,2848116,22853,35922,64299,774422,64970,552065,198175,30904,29550,7824,115525,46173,167617,336440,165650,9738,26073,43854,1600114,1398696,250371,48593,27275,324835,1221168,323843,26621,20823,82300,168732,130759,167153,284532,
3/2013,3,2077449,206065,14532,236954,3771133,21122,2981941,23182,37899,68332,804629,63135,601136,222305,39073,33995,7960,104148,47520,165308,343510,170505,7125,35630,56972,1553922,1408463,242813,49631,29772,316045,1298825,362787,46104,25865,87382,167212,128060,167153,283311,
4/2013,4,2142189,234528,14584,231046,3788352,20411,3040407,22853,38691,69017,835960,62572,681715,248987,52850,39934,8153,87920,47187,159700,331190,183660,15327,56004,61577,1457437,1471223,277830,50019,31692,330322,1109961,434936,77779,29028,96231,164112,124653,166847,284201,
5/2013,5,2003934,238759,13234,223522,3362531,22057,2812109,22685,36419,67399,788113,64074,734377,255900,66245,42303,8026,68047,47329,149107,307970,191570,46670,63512,64649,1334186,1473223,349185,49599,32122,402728,784896,484444,96272,29566,105558,147404,120478,164321,274304,
6/2013,6,1812150,236783,14068,215874,2938227,22402,2557762,21738,33457,64858,738555,64993,665028,244312,64945,39643,8167,53364,46997,136510,290950,196690,61414,62735,64113,1252644,1389949,360163,37975,22373,404803,424805,358084,58388,28031,86242,136742,116007,167882,254815,
7/2013,7,1590328,236147,13948,207483,2433819,22545,2143724,20342,30973,62163,653914,65278,524726,216108,57244,32755,8621,36735,44164,122966,276680,194960,53966,62023,65572,1159291,1252889,332746,15826,11784,359654,318979,189211,27376,21922,70552,132946,106762,164839,292048,
8/2013,8,1406875,237704,14278,198671,2101287,21556,1783469,18789,28919,59502,577203,65704,429368,181711,45701,28529,7909,23597,41071,111032,263850,194610,47714,49041,64563,1087462,1135262,296624,13493,4792,304391,464705,152752,19404,6133,62221,126931,98711,165676,285382,
9/2013,9,1303229,236814,14076,190471,1905985,22180,1633287,17841,28131,52813,549808,64747,361108,164351,39510,27345,7819,16610,29118,102880,256470,189770,44298,33861,61036,1047055,1077149,264840,13122,4749,317113,504424,153911,13878,4920,55864,124200,91922,166961,284946,
10/2013,10,1221800,230800,14509,183216,1744200,21580,1528375,17348,27572,56099,504897,65611,291500,154191,38225,26189,8238,15724,17897,98958,251650,180550,32502,38338,57005,1025200,1024248,237210,12943,4651,277800,433747,159353,9651,3970,52963,122057,86021,163866,277539,
11/2013,11,1213139,205328,13793,174779,1695999,21587,1391616,17350,27425,55138,462473,66767,235676,142946,37031,25740,7368,14815,16419,96624,244640,179840,27057,27095,55682,1037292,1026576,216312,12866,4765,247850,513870,168622,9765,4479,54358,118000,81757,168138,273575,
12/2013,12,1186729,205063,13756,167157,1673380,19720,1285882,17366,27303,54315,431288,65704,186829,132028,33354,25656,6797,14115,14932,94668,228890,175030,15952,23766,55867,1048613,1033585,198416,12827,5127,224725,603713,173442,11233,4967,59600,114389,79001,167383,287691,
1/2014,1,1162200,204700,13366,160276,1655800,19400,1262049,17542,27374,54063,404486,66712,163500,124010,34011,26014,8021,13338,13560,92841,213630,158630,12261,20775,56464,1045600,1043767,190990,12916,5483,196048,615668,176043,12415,5873,57994,111542,76447,168267,278786,
2/2014,2,1159567,204651,13595,159662,1651891,19754,1262509,17541,27394,53999,404042,64893,163808,124112,34272,26099,7993,13338,13560,92670,212140,156870,11882,20727,55520,1045721,1044553,189744,12954,5586,191751,608838,177080,12723,5993,58478,110800,76397,167038,274771,
